rank	score	R0	R14	R7	A_s27	B_s27	C_s9	D_open	blanks	penalty
301	3774	jacquardmachine	bouwcuratrixjes	telecomsavvyste	1643	1616	491	114	2	90
302	3774	jacquardmachine	bouwcuratrixjes	segwayachtigste	1643	1616	491	114	2	90
303	3774	jacquardmachine	bouwcuratrixjes	segwayachtigers	1643	1616	491	114	2	90
304	3774	bouwcuratrixjes	wetenschapsquiz	juryvergadering	1616	1589	491	114	1	36
305	3774	geschenkcheques	bouwcuratrixjes	juryvergadering	1724	1616	491	114	2	171
306	3774	chequeformulier	vluchtreflexjes	babyshampootjes	1643	1562	491	114	1	36
307	3774	geschenkcheques	babyzwemmertjes	zalencomplexjes	1724	1481	500	114	1	45
308	3774	geschenkcheques	polymelkzuurtje	zalencomplexjes	1724	1508	500	114	2	72
309	3774	geschenkcheques	papyruszuiltjes	zalencomplexjes	1724	1508	500	114	2	72
310	3774	chequeformulier	babyglimlachjes	woordcomplexjes	1643	1589	500	114	2	72
311	3774	geschenkcheques	babyzwemmertjes	woordcomplexjes	1724	1481	500	114	1	45
312	3774	geschenkcheques	papyruszuiltjes	woordcomplexjes	1724	1508	500	114	2	72
313	3774	chequeformulier	babyglimlachjes	vadercomplexjes	1643	1589	500	114	2	72
314	3774	geschenkcheques	babyzwemmertjes	vadercomplexjes	1724	1481	500	114	1	45
315	3774	geschenkcheques	papyruszuiltjes	vadercomplexjes	1724	1508	500	114	2	72
316	3774	bouwcuratrixjes	wetenschapsquiz	playbackragetje	1616	1589	500	114	1	45
317	3774	bouwcuratrixjes	wetenschapsquiz	bodypackstertje	1616	1589	500	114	1	45
318	3774	chequeformulier	vluchtreflexjes	bodypackstertje	1643	1562	500	114	1	45
319	3774	wetenschapsquiz	vluchtreflexjes	vrouwenlobbytje	1589	1562	509	114	0	0
320	3774	geschenkcheques	woestijnlynxjes	blauwzuchtigste	1724	1508	509	114	2	81
321	3774	geschenkcheques	babyzwemmertjes	jezuscomplexjes	1724	1481	536	114	2	81
322	3773	geschenkcheques	benzoylperoxide	tikjuffrouwtjes	1724	1454	491	104	0	0
323	3773	geschenkcheques	benzoylperoxide	kauwwerktuigjes	1724	1454	491	104	0	0
324	3773	geschenkcheques	benzoylperoxide	duivelsklauwtje	1724	1454	491	104	0	0
325	3773	geschenkcheques	benzoylperoxide	barjuffrouwtjes	1724	1454	491	104	0	0
326	3773	geschenkcheques	benzoylperoxide	badjuffrouwtjes	1724	1454	491	104	0	0
327	3773	geschenkcheques	papyruszuiltjes	keuzeparadoxjes	1724	1508	500	104	2	63
328	3773	geschenkcheques	polymelkzuurtje	fluweelwormpjes	1724	1508	500	104	2	63
329	3773	geschenkcheques	papyruszuiltjes	fluweelwormpjes	1724	1508	500	104	2	63
330	3773	chequeformulier	lewylichaampjes	buurtmentrixjes	1643	1562	500	104	1	36
331	3773	chequeformulier	babyglimlachjes	buurtmentrixjes	1643	1589	500	104	2	63
332	3773	chequeformulier	babyglimlachjes	zwampzuurzakjes	1643	1589	509	104	2	72
333	3773	geschenkcheques	woestijnlynxjes	zwampzuurzakjes	1724	1508	509	104	2	72
334	3773	bouwcuratrixjes	wetenschapsquiz	polyesterachtig	1616	1589	509	104	1	45
335	3773	bouwcuratrixjes	chequebedragjes	polyesterachtig	1616	1589	509	104	1	45
336	3772	bouwcuratrixjes	lewylichaampjes	hongermannequin	1616	1562	482	112	0	0
337	3772	jacquardmachine	bouwcuratrixjes	telecomsavvyers	1643	1616	491	112	2	90
338	3772	bouwcuratrixjes	chequebedragjes	herstelrallytje	1616	1589	491	112	1	36
339	3772	geschenkcheques	bouwcuratrixjes	herstelrallytje	1724	1616	491	112	2	171
340	3772	jacquardmachine	bouwcuratrixjes	copyrightpiraat	1643	1616	491	112	2	90
341	3772	chequeformulier	vluchtreflexjes	bodyshoppertjes	1643	1562	491	112	1	36
342	3772	geschenkcheques	bouwcuratrixjes	bodyshoppertjes	1724	1616	491	112	2	171
343	3772	bouwcuratrixjes	chequebedragjes	privacywaakhond	1616	1589	500	112	1	45
344	3772	bouwcuratrixjes	wetenschapsquiz	copyrighttekens	1616	1589	500	112	1	45
345	3772	bouwcuratrixjes	chequebedragjes	copyrighttekens	1616	1589	500	112	1	45
346	3772	bouwcuratrixjes	wetenschapsquiz	bodystockinkjes	1616	1589	500	112	1	45
347	3772	chequeformulier	vluchtreflexjes	bodystockinkjes	1643	1562	500	112	1	45
348	3772	geschenkcheques	polymelkzuurtje	babygiraffetjes	1724	1508	500	112	1	72
349	3772	geschenkcheques	papyruszuiltjes	babygiraffetjes	1724	1508	500	112	1	72
350	3772	chequeformulier	playbackshowtje	flexwerkstertje	1643	1508	509	112	0	0
351	3772	geschenkcheques	vrouwenlobbytje	flexwerkstertje	1724	1427	509	112	0	0
352	3772	geschenkcheques	polysulfidetjes	flexwerkstertje	1724	1427	509	112	0	0
353	3772	geschenkcheques	polydruggebruik	flexwerkstertje	1724	1427	509	112	0	0
354	3772	geschenkcheques	papyrusfragment	flexwerkstertje	1724	1427	509	112	0	0
355	3772	bouwcuratrixjes	cliquetsystemen	helperwhiteytje	1616	1589	527	112	1	72
356	3772	bouwcuratrixjes	chequebedragjes	helperwhiteytje	1616	1589	527	112	2	72
357	3771	babyglimlachjes	wetenschapsquiz	wolframtrioxide	1589	1589	491	102	0	0
358	3771	chequeformulier	lewylichaampjes	wolframtrioxide	1643	1562	491	102	1	27
359	3771	geschenkcheques	vrouwtjesguppys	wolframtrioxide	1724	1454	491	102	0	0
360	3771	geschenkcheques	babyparfummetje	wolframtrioxide	1724	1454	491	102	0	0
361	3771	bouwcuratrixjes	cliquetsystemen	zelfhulpnetwerk	1616	1589	500	102	1	36
362	3771	bouwcuratrixjes	chequebedragjes	zelfhulpnetwerk	1616	1589	500	102	1	36
363	3771	geschenkcheques	proxyservertjes	zelfhulpnetwerk	1724	1481	500	102	1	36
364	3771	geschenkcheques	babyzwemmertjes	zelfhulpnetwerk	1724	1481	500	102	1	36
365	3771	chequeformulier	babyglimlachjes	vuurwerkshowtje	1643	1589	509	102	2	72
366	3771	geschenkcheques	proxyservertjes	vrouwtjeszwaluw	1724	1481	509	102	1	45
367	3771	geschenkcheques	polymelkzuurtje	buffalowurmpjes	1724	1508	509	102	2	72
368	3771	chequeformulier	lewylichaampjes	bouwvakkersjack	1643	1562	509	102	1	45
369	3771	chequeformulier	babyglimlachjes	bouwvakkersjack	1643	1589	509	102	2	72
370	3771	geschenkcheques	papyruszuiltjes	bouwvakkersfuif	1724	1508	509	102	2	72
371	3771	chequeformulier	bouwcuratrixjes	babyzwemmertjes	1643	1616	527	120	2	135
372	3771	geschenkcheques	keuzeparadoxjes	babyzwemmertjes	1724	1400	527	120	0	0
373	3771	geschenkcheques	buffalowurmpjes	babyzwemmertjes	1724	1427	527	120	1	27
374	3771	geschenkcheques	bouwvakkersfuif	babyzwemmertjes	1724	1427	527	120	1	27
375	3771	geschenkcheques	woestijnlynxjes	babyzwemmertjes	1724	1508	527	120	2	108
376	3770	bouwcuratrixjes	wetenschapsquiz	babysterftetjes	1616	1589	482	110	1	27
377	3770	geschenkcheques	bouwcuratrixjes	babysterftetjes	1724	1616	482	110	2	162
378	3770	bouwcuratrixjes	wetenschapsquiz	knuffeltypetjes	1616	1589	491	110	1	36
379	3770	geschenkcheques	bouwcuratrixjes	knuffeltypetjes	1724	1616	491	110	2	171
380	3770	bouwcuratrixjes	wetenschapsquiz	gifhypotheekjes	1616	1589	491	110	1	36
381	3770	chequeformulier	babyglimlachjes	smurfenspraytje	1643	1589	500	110	1	72
382	3770	bouwcuratrixjes	chequebedragjes	psychologieprof	1616	1589	500	110	1	45
383	3770	bouwcuratrixjes	wetenschapsquiz	psychologieblog	1616	1589	500	110	1	45
384	3770	bouwcuratrixjes	wetenschapsquiz	lymfweefseltjes	1616	1589	500	110	1	45
385	3770	bouwcuratrixjes	wetenschapsquiz	kermiscomedytje	1616	1589	500	110	1	45
386	3770	chequeformulier	vluchtreflexjes	kermiscomedytje	1643	1562	500	110	1	45
387	3770	chequeformulier	babyglimlachjes	juryvoorzitters	1643	1589	500	110	1	72
388	3770	chequeformulier	babyglimlachjes	juryvoorzitster	1643	1589	500	110	1	72
389	3770	geschenkcheques	vrouwtjesguppys	flexflitsertjes	1724	1454	500	110	1	18
390	3770	bouwcuratrixjes	wetenschapsquiz	cityhotelletjes	1616	1589	500	110	1	45
391	3770	geschenkcheques	bouwvakkersfuif	bowlingalleytje	1724	1427	509	110	0	0
392	3770	bouwcuratrixjes	jacquardweefsel	polyglottischen	1616	1562	527	110	1	45
393	3770	bouwcuratrixjes	wetenschapsquiz	fancommunitytje	1616	1589	536	110	2	81
394	3770	flauwekulexcuus	babyzwemmertjes	vormingscheques	1697	1481	536	128	2	72
395	3770	bouwcuratrixjes	babyglimlachjes	wetenschapsquiz	1616	1589	563	128	2	126
396	3769	jacquardmachine	bouwcuratrixjes	polychromeerden	1643	1616	482	118	2	90
397	3769	bouwcuratrixjes	wetenschapsquiz	vrachtferrytjes	1616	1589	509	100	1	45
398	3769	bouwcuratrixjes	wetenschapsquiz	benzoylperoxide	1616	1589	518	118	1	72
399	3769	geschenkcheques	publieksjurytje	benzoylperoxide	1724	1481	518	118	1	72
400	3769	geschenkcheques	gymjuffrouwtjes	benzoylperoxide	1724	1481	518	118	1	72
401	3769	geschenkcheques	papyruszuiltjes	benzoylperoxide	1724	1508	518	118	2	99
402	3769	geschenkcheques	bouwcuratrixjes	benzoylperoxide	1724	1616	518	118	2	207
403	3769	bouwcuratrixjes	wetenschapsquiz	babyzwemstertje	1616	1589	518	118	2	72
404	3769	chequeformulier	lewylichaampjes	babyzwemstertje	1643	1562	518	118	1	72
405	3769	geschenkcheques	proxyservertjes	babyzwemstertje	1724	1481	518	118	1	72
406	3769	geschenkcheques	zwaluwluisvlieg	proxyservertjes	1724	1400	527	118	0	0
407	3769	geschenkcheques	zwaluwenvleugel	proxyservertjes	1724	1400	527	118	0	0
408	3769	geschenkcheques	fluweelwormpjes	proxyservertjes	1724	1400	527	118	0	0
409	3769	flauwekulexcuus	babyzwemmertjes	chiquelingetjes	1697	1481	545	118	2	72
410	3769	wetenschapsquiz	vluchtreflexjes	playbackshowtje	1589	1562	581	118	2	81
411	3769	bouwcuratrixjes	chiquelingetjes	playbackshowtje	1616	1535	581	118	2	81
412	3769	chequeformulier	jezuscomplexjes	playbackshowtje	1643	1508	581	118	2	81
413	3769	geschenkcheques	buffalowurmpjes	playbackshowtje	1724	1427	581	118	2	81
414	3768	geschenkcheques	publieksjurytje	showbizzvlogger	1724	1481	491	108	1	36
415	3768	geschenkcheques	proxyservertjes	showbizzvlogger	1724	1481	491	108	1	36
416	3768	geschenkcheques	bouwcuratrixjes	showbizzvlogger	1724	1616	491	108	2	171
417	3768	chequeformulier	babyglimlachjes	purperzwaluwtje	1643	1589	491	108	2	63
418	3768	bouwcuratrixjes	wetenschapsquiz	polymaaltijdjes	1616	1589	491	108	1	36
419	3768	geschenkcheques	bouwcuratrixjes	polymaaltijdjes	1724	1616	491	108	2	171
420	3768	bouwcuratrixjes	chequebedragjes	polykristallijn	1616	1589	491	108	1	36
421	3768	geschenkcheques	buxusbedrijfjes	polykristallijn	1724	1481	491	108	1	36
422	3768	chequeformulier	babyglimlachjes	klapkauwgumpjes	1643	1589	491	108	2	63
423	3768	chequeformulier	lewylichaampjes	kauwgumafzetjes	1643	1562	491	108	1	36
424	3768	geschenkcheques	publieksjurytje	flexowritertjes	1724	1481	491	108	1	36
425	3768	bouwcuratrixjes	cliquetsystemen	prachtwolfsmelk	1616	1589	500	108	1	45
426	3768	bouwcuratrixjes	chequebedragjes	prachtwolfsmelk	1616	1589	500	108	1	45
427	3768	bouwcuratrixjes	wetenschapsquiz	labyrintvochtje	1616	1589	500	108	1	45
428	3768	geschenkcheques	woestijnlynxjes	babytemperatuur	1724	1508	500	108	1	72
429	3768	geschenkcheques	benzoylperoxide	kauwgummiwikkel	1724	1454	509	108	1	27
430	3768	geschenkcheques	polymelkzuurtje	flexcontractjes	1724	1508	518	108	2	90
431	3768	geschenkcheques	papyruszuiltjes	flexcontractjes	1724	1508	518	108	2	90
432	3768	flauwekulexcuus	babyzwemmertjes	voordeelcheques	1697	1481	536	126	2	72
433	3768	bouwcuratrixjes	wetenschapsquiz	playboyachtigst	1616	1589	554	126	2	117
434	3768	bouwcuratrixjes	polyglottischen	verzamelcheques	1616	1481	590	126	1	45
435	3768	bouwcuratrixjes	lymflichaampjes	verzamelcheques	1616	1481	590	126	1	45
436	3768	bouwcuratrixjes	polymelkzuurtje	verzamelcheques	1616	1508	590	126	2	72
437	3768	bouwcuratrixjes	papyruszuiltjes	verzamelcheques	1616	1508	590	126	2	72
438	3767	bouwcuratrixjes	chequebedragjes	papyrusfragment	1616	1589	482	116	1	36
439	3767	geschenkcheques	buxusbedrijfjes	papyrusfragment	1724	1481	482	116	1	36
440	3767	geschenkcheques	bouwcuratrixjes	papyrusfragment	1724	1616	482	116	2	171
441	3767	bouwcuratrixjes	chequebedragjes	landschapstypen	1616	1589	491	116	1	45
442	3767	chequeformulier	vluchtreflexjes	designcowboytje	1643	1562	491	116	1	45
443	3767	chequeformulier	vluchtreflexjes	adviescowboytje	1643	1562	491	116	1	45
444	3767	wetenschapsquiz	vluchtreflexjes	enzymvorminkjes	1589	1562	500	116	0	0
445	3767	chequeformulier	luchtwegwijzers	enzymvorminkjes	1643	1508	500	116	0	0
446	3767	chequeformulier	bouwcuratrixjes	enzymvorminkjes	1643	1616	500	116	1	108
447	3767	geschenkcheques	buffalowurmpjes	enzymvorminkjes	1724	1427	500	116	0	0
448	3767	bouwcuratrixjes	wetenschapsquiz	bodypumpstertje	1616	1589	509	116	2	63
449	3767	chequeformulier	vluchtreflexjes	babyparfummetje	1643	1562	518	116	2	72
450	3767	geschenkcheques	proxyservertjes	babyparfummetje	1724	1481	518	116	1	72
451	3766	chequeformulier	vluchtreflexjes	zenuwsysteempje	1643	1562	491	106	1	36
452	3766	geschenkcheques	bouwcuratrixjes	zenuwsysteempje	1724	1616	491	106	2	171
453	3766	geschenkcheques	proxyservertjes	zelfhulpmodulen	1724	1481	491	106	1	36
454	3766	geschenkcheques	babyzwemmertjes	zelfhulpmodulen	1724	1481	491	106	1	36
455	3766	geschenkcheques	woestijnlynxjes	zelfhulpmodulen	1724	1508	491	106	2	63
456	3766	geschenkcheques	proxyservertjes	kauwgumgeurtjes	1724	1481	491	106	1	36
457	3766	geschenkcheques	babyzwemmertjes	kauwgumgeurtjes	1724	1481	491	106	1	36
458	3766	chequeformulier	lewylichaampjes	inauguratrixjes	1643	1562	491	106	1	36
459	3766	geschenkcheques	babyzwemmertjes	zwaluwluisvlieg	1724	1481	500	106	1	45
460	3766	geschenkcheques	woestijnlynxjes	zwaluwluisvlieg	1724	1508	500	106	2	72
461	3766	geschenkcheques	woestijnlynxjes	vervolghuwelijk	1724	1508	500	106	2	72
462	3766	geschenkcheques	papyruszuiltjes	vervolghuwelijk	1724	1508	500	106	2	72
463	3766	geschenkcheques	proxyservertjes	kauwgummisector	1724	1481	500	106	1	45
464	3766	geschenkcheques	proxyservertjes	zelfhulpmodulus	1724	1481	527	106	2	72
465	3766	geschenkcheques	babyzwemmertjes	zelfhulpmodulus	1724	1481	527	106	2	72
466	3766	bouwcuratrixjes	wetenschapsquiz	acrylschilderij	1616	1589	527	124	2	90
467	3766	geschenkcheques	proxyservertjes	bouwcuratrixjes	1724	1481	572	106	2	117
468	3765	jacquardmachine	bouwcuratrixjes	segwayachtigere	1643	1616	482	114	2	90
469	3765	bouwcuratrixjes	chequebedragjes	enzymremmertjes	1616	1589	482	114	1	36
470	3765	geschenkcheques	buxusbedrijfjes	enzymremmertjes	1724	1481	482	114	1	36
471	3765	chequeformulier	babyglimlachjes	zakencomplexjes	1643	1589	491	114	2	72
472	3765	geschenkcheques	babyzwemmertjes	zakencomplexjes	1724	1481	491	114	1	45
473	3765	geschenkcheques	papyruszuiltjes	zakencomplexjes	1724	1508	491	114	2	72
474	3765	bouwcuratrixjes	wetenschapsquiz	telecomsavvyste	1616	1589	491	114	1	45
475	3765	bouwcuratrixjes	chequebedragjes	telecomsavvyste	1616	1589	491	114	1	45
476	3765	bouwcuratrixjes	chequebedragjes	segwayachtigste	1616	1589	491	114	1	45
477	3765	bouwcuratrixjes	chequebedragjes	segwayachtigers	1616	1589	491	114	1	45
478	3765	chequeformulier	babyglimlachjes	juryvergadering	1643	1589	491	114	1	72
479	3765	geschenkcheques	polymelkzuurtje	havencomplexjes	1724	1508	500	114	2	81
480	3765	geschenkcheques	polymelkzuurtje	buiencomplexjes	1724	1508	500	114	2	81
481	3765	wetenschapsquiz	vluchtreflexjes	bodysurfstertje	1589	1562	500	114	0	0
482	3765	geschenkcheques	woestijnlynxjes	blauwzuchtigere	1724	1508	500	114	2	81
483	3765	geschenkcheques	polymelkzuurtje	abdijcomplexjes	1724	1508	500	114	2	81
484	3765	chequeformulier	vluchtreflexjes	vrouwenlobbytje	1643	1562	509	114	2	63
485	3765	chequeformulier	babyglimlachjes	marqueteriezaag	1643	1589	509	114	1	90
486	3765	geschenkcheques	woestijnlynxjes	marqueteriezaag	1724	1508	509	114	1	90
487	3765	bouwcuratrixjes	lewylichaampjes	quizmasterschap	1616	1562	536	96	1	45
488	3765	geschenkcheques	babyzwemmertjes	thuiscomplexjes	1724	1481	527	114	2	81
489	3765	bouwcuratrixjes	chequebedragjes	lymflichaampjes	1616	1589	527	114	2	81
490	3764	geschenkcheques	proxyservertjes	zwampzuurzakken	1724	1481	491	104	1	36
491	3764	geschenkcheques	proxyservertjes	tikjuffrouwtjes	1724	1481	491	104	1	36
492	3764	geschenkcheques	babyzwemmertjes	tikjuffrouwtjes	1724	1481	491	104	1	36
493	3764	bouwcuratrixjes	cliquetsystemen	showbizzfiguren	1616	1589	491	104	1	36
494	3764	chequeformulier	lewylichaampjes	showbizzfiguren	1643	1562	491	104	1	36
495	3764	chequeformulier	babyglimlachjes	showbizzfiguren	1643	1589	491	104	2	63
496	3764	geschenkcheques	proxyservertjes	showbizzfiguren	1724	1481	491	104	1	36
497	3764	jacquardmachine	bouwcuratrixjes	polyestersector	1643	1616	491	104	2	90
498	3764	geschenkcheques	proxyservertjes	barjuffrouwtjes	1724	1481	491	104	1	36
499	3764	geschenkcheques	proxyservertjes	badjuffrouwtjes	1724	1481	491	104	1	36
500	3764	geschenkcheques	babyzwemmertjes	fluweelwormpjes	1724	1481	500	104	1	45
501	3764	geschenkcheques	polymelkzuurtje	buurtmentrixjes	1724	1508	500	104	2	72
502	3764	geschenkcheques	papyruszuiltjes	buurtmentrixjes	1724	1508	500	104	2	72
503	3764	chequeformulier	woestijnlynxjes	zelfbeschouwing	1643	1508	509	104	0	0
504	3764	geschenkcheques	woestijnlynxjes	zelfbeschouwing	1724	1508	509	104	2	81
505	3764	chequeformulier	woestijnlynxjes	zelfbeschouwers	1643	1508	509	104	0	0
506	3764	bouwcuratrixjes	chequebedragjes	hyperzelfbewust	1616	1589	518	104	2	63
507	3764	bouwcuratrixjes	lewylichaampjes	vakantiecheques	1616	1562	509	122	1	45
508	3764	bouwcuratrixjes	cliquetsystemen	luchtpijpgezwel	1616	1589	536	104	2	81
509	3764	chequeformulier	babyzwemmertjes	luchtpijpgezwel	1643	1481	536	104	0	0
510	3764	geschenkcheques	babyzwemmertjes	luchtpijpgezwel	1724	1481	536	104	2	81
511	3764	flauwekulexcuus	babyzwemmertjes	verrekencheques	1697	1481	536	122	2	72
512	3764	bouwcuratrixjes	lewylichaampjes	slotcommuniques	1616	1562	545	122	2	81
513	3764	bouwcuratrixjes	lewylichaampjes	perscommuniques	1616	1562	545	122	2	81
514	3763	jacquardmachine	bouwcuratrixjes	telecomsavvyere	1643	1616	482	112	2	90
515	3763	bouwcuratrixjes	wetenschapsquiz	polytraumaatjes	1616	1589	482	112	1	36
516	3763	geschenkcheques	bouwcuratrixjes	polytraumaatjes	1724	1616	482	112	2	171
517	3763	geschenkcheques	bouwcuratrixjes	juryrapportages	1724	1616	482	112	2	171
518	3763	chequeformulier	vluchtreflexjes	babypinguintjes	1643	1562	482	112	1	36
519	3763	bouwcuratrixjes	wetenschapsquiz	telecomsavvyers	1616	1589	491	112	1	45
520	3763	bouwcuratrixjes	chequebedragjes	telecomsavvyers	1616	1589	491	112	1	45
521	3763	bouwcuratrixjes	chequebedragjes	copyrightpiraat	1616	1589	491	112	1	45
522	3763	bouwcuratrixjes	wetenschapsquiz	babydollachtigs	1616	1589	518	112	2	72
523	3763	bouwcuratrixjes	wetenschapsquiz	vinylproductjes	1616	1589	527	112	2	81
524	3763	chequeformulier	babyzwemmertjes	schrikreflexjes	1643	1481	527	112	0	0
525	3763	geschenkcheques	babyzwemmertjes	schrikreflexjes	1724	1481	527	112	2	81
526	3763	bouwcuratrixjes	chequebedragjes	schrijverstypes	1616	1589	527	112	2	81
527	3763	chequeformulier	vluchtreflexjes	schrijverstypes	1643	1562	527	112	2	81
528	3763	bouwcuratrixjes	wetenschapsquiz	helperwhiteytje	1616	1589	527	112	2	81
529	3763	bouwcuratrixjes	wetenschapsquiz	barycentrumpjes	1616	1589	527	112	2	81
530	3763	chequeformulier	vluchtreflexjes	barycentrumpjes	1643	1562	527	112	2	81
531	3763	geschenkcheques	babyzwemmertjes	vacuumextractor	1724	1481	536	112	2	90
532	3763	babyglimlachjes	perscommuniques	vluchtreflexjes	1589	1535	599	112	2	72
533	3762	geschenkcheques	gymjuffrouwtjes	wolframtrioxide	1724	1481	491	102	1	36
534	3762	bouwcuratrixjes	wetenschapsquiz	koffieyoghurtje	1616	1589	491	102	1	36
535	3762	bouwcuratrixjes	cliquetsystemen	bouwvakkershelm	1616	1589	491	102	1	36
536	3762	geschenkcheques	proxyservertjes	bouwvakkershelm	1724	1481	491	102	1	36
537	3762	bouwcuratrixjes	cliquetsystemen	kwakzalverschap	1616	1589	500	102	1	45
538	3762	bouwcuratrixjes	chequebedragjes	kwakzalverschap	1616	1589	500	102	1	45
539	3762	babyglimlachjes	wetenschapsquiz	buffalowurmpjes	1589	1589	509	102	1	27
540	3762	geschenkcheques	proxyverbinding	buffalowurmpjes	1724	1427	509	102	0	0
541	3762	chequebedragjes	lewylichaampjes	bouwvakkersfuif	1589	1562	509	102	0	0
542	3762	babyglimlachjes	wetenschapsquiz	bouwvakkersfuif	1589	1589	509	102	1	27
543	3762	geschenkcheques	proxyverbinding	bouwvakkersfuif	1724	1427	509	102	0	0
544	3762	geschenkcheques	woestijnlynxjes	plaquevormingen	1724	1508	500	120	1	90
545	3762	bouwcuratrixjes	wetenschapsquiz	proxyverbinding	1616	1589	509	120	1	72
546	3762	chequeformulier	vluchtreflexjes	proxyverbinding	1643	1562	509	120	1	72
547	3762	chequeformulier	lewylichaampjes	proxyverbinding	1643	1562	509	120	1	72
548	3762	chequeformulier	babyglimlachjes	proxyverbinding	1643	1589	509	120	2	99
549	3762	geschenkcheques	publieksjurytje	proxyverbinding	1724	1481	509	120	1	72
550	3762	geschenkcheques	gymjuffrouwtjes	proxyverbinding	1724	1481	509	120	1	72
551	3762	geschenkcheques	papyruszuiltjes	proxyverbinding	1724	1508	509	120	2	99
552	3762	geschenkcheques	bouwcuratrixjes	proxyverbinding	1724	1616	509	120	2	207
553	3762	chequeformulier	babyglimlachjes	plaquevorminkje	1643	1589	527	120	2	117
554	3762	geschenkcheques	proxyservertjes	plaquevorminkje	1724	1481	527	120	1	90
555	3762	geschenkcheques	babyzwemmertjes	plaquevorminkje	1724	1481	527	120	1	90
556	3762	geschenkcheques	symfyserupturen	babyzwemmertjes	1724	1535	527	120	2	144
557	3762	geschenkcheques	proxyservertjes	aliquotvleugels	1724	1481	527	120	1	90
558	3762	geschenkcheques	babyzwemmertjes	aliquotvleugels	1724	1481	527	120	1	90
559	3762	geschenkcheques	woestijnlynxjes	aliquotvleugels	1724	1508	527	120	2	117
560	3762	bouwcuratrixjes	aliquotvleugels	superhighwaytje	1616	1562	536	120	2	72
561	3762	bouwcuratrixjes	craqueleachtige	lewylichaampjes	1616	1562	554	120	2	90
562	3762	bouwcuratrixjes	cliquetsystemen	lewylichaampjes	1616	1589	554	120	2	117
563	3761	chequeformulier	vluchtreflexjes	babysterftetjes	1643	1562	482	110	1	36
564	3761	bouwcuratrixjes	wetenschapsquiz	laryngoscoopjes	1616	1589	491	110	1	45
